"Gradespan","Grade Band (expanded)","Teaches CS?","Grades Hi","Grades Lo","School District Name","School Name","School Type (School Stats)","School Year","Stage El","Stage Hi","Stage Mi","State","Students","Teaches Cs"
"06 - 12","Mixed","Yes","12","06","NEW LONDON COMM SCHOOL DISTRICT","NEW LONDON JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","275","Yes"
"09 - 12","High","Yes","12","09","NEWELL-FONDA COMM SCHOOL DISTRICT","NEWELL-FONDA HIGH SCHOOL","public","2017","0","1","0","IA","153","HY"
"PK - 03","Elementary","Unknown","03","PK","NEWELL-FONDA COMM SCHOOL DISTRICT","NEWELL-FONDA LOWER ELEMENTARY","public","2017","1","0","0","IA","176",
"06 - 08","Middle","Unknown","08","06","NEWELL-FONDA COMM SCHOOL DISTRICT","NEWELL-FONDA MIDDLE SCH.","public","2017","0","0","1","IA","83",
"04 - 05","Elementary","Unknown","05","04","NEWELL-FONDA COMM SCHOOL DISTRICT","NEWELL-FONDA UPPER ELEM. ELEMENTARY","public","2017","1","0","0","IA","89",
"04 - 06","Mixed","Unknown","06","04","NEWTON COMM SCHOOL DISTRICT","AURORA HEIGHTS ELEMENTARY SCHOOL","public","2017","1","0","1","IA","336",
"10 - 12","High","No","12","10","NEWTON COMM SCHOOL DISTRICT","BASICS AND BEYOND ALTERNATIVE SCHOOL","public","2017","0","1","0","IA","52","HN"
"KG - 03","Elementary","Unknown","03","KG","NEWTON COMM SCHOOL DISTRICT","BERG ELEMENTARY SCHOOL","public","2017","1","0","0","IA","457",
"07 - 08","Middle","Yes","08","07","NEWTON COMM SCHOOL DISTRICT","BERG MIDDLE SCHOOL","public","2017","0","0","1","IA","453","Yes"
"PK - PK","PK","Unknown","PK","PK","NEWTON COMM SCHOOL DISTRICT","EMERSON HOUGH ELEMENTARY SCHOOL","public","2017","1","0","0","IA","125",
"09 - 12","High","No","12","09","NEWTON COMM SCHOOL DISTRICT","NEWTON SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","792","HN"
"KG - 03","Elementary","Unknown","03","KG","NEWTON COMM SCHOOL DISTRICT","THOMAS JEFFERSON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","414",
"04 - 06","Mixed","Unknown","06","04","NEWTON COMM SCHOOL DISTRICT","WOODROW WILSON ELEMENTARY SCHOOL","public","2017","1","0","1","IA","325",
"PK - 04","Elementary","Unknown","04","PK","NODAWAY VALLEY COMM SCHOOL DISTRICT","NODAWAY VALLEY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","271",
"09 - 12","High","No","12","09","NODAWAY VALLEY COMM SCHOOL DISTRICT","NODAWAY VALLEY HIGH SCHOOL","public","2017","0","1","0","IA","179","No"
"05 - 08","Mixed","No","08","05","NODAWAY VALLEY COMM SCHOOL DISTRICT","NODAWAY VALLEY MIDDLE SCHOOL","public","2017","1","0","1","IA","223","No"
"PK - 04","Elementary","Unknown","04","PK","NORTH BUTLER COMM SCHOOL DISTRICT","NORTH BUTLER ELEMENTARY ALLISON BUILDING","public","2017","1","0","0","IA","189",
"PK - 04","Elementary","Unknown","04","PK","NORTH BUTLER COMM SCHOOL DISTRICT","NORTH BUTLER ELEMENTARY GREENE BUILDING","public","2017","1","0","0","IA","174",
"09 - 12","High","No","12","09","NORTH BUTLER COMM SCHOOL DISTRICT","NORTH BUTLER HIGH SCHOOL","public","2017","0","1","0","IA","186","HN"
"05 - 08","Mixed","Unknown","08","05","NORTH BUTLER COMM SCHOOL DISTRICT","NORTH BUTLER MIDDLE SCHOOL","public","2017","1","0","1","IA","178",
"09 - 12","High","Yes","12","09","NORTH CEDAR COMM SCHOOL DISTRICT","NORTH CEDAR HIGH SCHOOL","public","2017","0","1","0","IA","262","Yes"
"PK - 04","Elementary","No","04","PK","NORTH CEDAR COMM SCHOOL DISTRICT","NORTH CEDAR LOWDEN ELEMENTARY CENTER","public","2017","1","0","0","IA","134","No"
"PK - 04","Elementary","Unknown","04","PK","NORTH CEDAR COMM SCHOOL DISTRICT","NORTH CEDAR MECHANICSVILLE ELEM CTR","public","2017","1","0","0","IA","162",
"05 - 08","Mixed","Unknown","08","05","NORTH CEDAR COMM SCHOOL DISTRICT","NORTH CEDAR MIDDLE SCHOOL","public","2017","1","0","1","IA","258",
"","Mixed","Unknown","","","NORTH FAYETTE COMM SCHOOL DISTRICT","HAWKEYE ELEMENTARY SCHOOL","public","2017","","","","IA","",
"05 - 06","Mixed","Yes","06","05","NORTH FAYETTE COMM SCHOOL DISTRICT","NORTH FAYETTE ELEMENTARY FAYETTE CENTER","public","2017","1","0","1","IA","105","Yes"
"09 - 12","High","Yes","12","09","NORTH FAYETTE COMM SCHOOL DISTRICT","NORTH FAYETTE HIGH SCHOOL","public","2017","0","1","0","IA","359","Yes"
"","Mixed","Unknown","","","NORTH FAYETTE COMM SCHOOL DISTRICT","NORTH MIDDLE SCHOOL","public","2017","","","","IA","",
"PK - 04","Elementary","Unknown","04","PK","NORTH FAYETTE COMM SCHOOL DISTRICT","WEST UNION  ELEMENTARY SCHOOL","public","2017","1","0","0","IA","356",
"PK - 04","Elementary","Yes","04","PK","NORTH IOWA COMM SCHOOL DISTRICT","NORTH IOWA ELEM BUFFALO CENTER","public","2017","1","0","0","IA","220","Yes"
"09 - 12","High","No","12","09","NORTH IOWA COMM SCHOOL DISTRICT","NORTH IOWA HIGH SCHOOL","public","2017","0","1","0","IA","136","HN"
"05 - 08","Mixed","Yes","08","05","NORTH IOWA COMM SCHOOL DISTRICT","NORTH IOWA MIDDLE SCHOOL","public","2017","1","0","1","IA","132","Yes"
"PK - 05","Elementary","Unknown","05","PK","NORTH KOSSUTH COMM SCHOOL DISTRICT","NORTH KOSSUTH ELEMENTARY SCHOOL","public","2017","1","0","0","IA","155",
"06 - 08","Middle","Unknown","08","06","NORTH KOSSUTH COMM SCHOOL DISTRICT","NORTH UNION MIDDLE SCHOOL","public","2017","0","0","1","IA","142",
"PK - 05","Elementary","Unknown","05","PK","NORTH LINN COMM SCHOOL DISTRICT","NORTH LINN ELEMENTARY","public","2017","1","0","0","IA","304",
"06 - 08","Middle","No","08","06","NORTH LINN COMM SCHOOL DISTRICT","NORTH-LINN MIDDLE SCHOOL","public","2017","0","0","1","IA","168","No"
"09 - 12","High","No","12","09","NORTH LINN COMM SCHOOL DISTRICT","NORTH-LINN SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","194","HN"
"PK - 06","Elementary","Unknown","06","PK","NORTH MAHASKA COMM SCHOOL DISTRICT","NORTH MAHASKA ELEMENTARY SCHOOL","public","2017","1","0","0","IA","284",
"07 - 12","Mixed","Yes","12","07","NORTH MAHASKA COMM SCHOOL DISTRICT","NORTH MAHASKA JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","264","HY"
"PK - 05","Elementary","Unknown","05","PK","NORTH POLK COMM SCHOOL DISTRICT","NORTH POLK CENTRAL ELEMENTARY SCHOOL","public","2017","1","0","0","IA","355",
"09 - 12","High","Yes","12","09","NORTH POLK COMM SCHOOL DISTRICT","NORTH POLK HIGH SCHOOL","public","2017","0","1","0","IA","384","HY"
"06 - 08","Middle","Unknown","08","06","NORTH POLK COMM SCHOOL DISTRICT","NORTH POLK MIDDLE SCHOOL","public","2017","0","0","1","IA","339",
"PK - 04","Elementary","Unknown","04","PK","NORTH POLK COMM SCHOOL DISTRICT","NORTH POLK WEST ELEMENTARY SCHOOL","public","2017","1","0","0","IA","458",
"PK - 06","Elementary","Unknown","06","PK","NORTH SCOTT COMM SCHOOL DISTRICT","ALAN SHEPARD ELEMENTARY SCHOOL","public","2017","1","0","0","IA","417",
"KG - 05","Elementary","Unknown","05","KG","NORTH SCOTT COMM SCHOOL DISTRICT","EDWARD WHITE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","476",
"PK - 06","Elementary","Unknown","06","PK","NORTH SCOTT COMM SCHOOL DISTRICT","JOHN GLENN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","251",
"PK - 06","Elementary","Unknown","06","PK","NORTH SCOTT COMM SCHOOL DISTRICT","NEIL ARMSTRONG ELEMENTARY SCHOOL","public","2017","1","0","0","IA","329",
"06 - 08","Middle","Yes","08","06","NORTH SCOTT COMM SCHOOL DISTRICT","NORTH SCOTT JUNIOR HIGH SCHOOL","public","2017","0","0","1","IA","557","Yes"
"09 - 12","High","Yes","12","09","NORTH SCOTT COMM SCHOOL DISTRICT","NORTH SCOTT SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","962","HY"
"PK - 06","Elementary","Unknown","06","PK","NORTH SCOTT COMM SCHOOL DISTRICT","VIRGIL GRISSOM ELEMENTARY SCHOOL","public","2017","1","0","0","IA","185",
"KG - 06","Elementary","No","06","KG","NORTH TAMA COUNTY COMM SCHOOL DISTRICT","NORTH TAMA ELEMENTARY","public","2017","1","0","0","IA","240","No"
"07 - 12","Mixed","No","12","07","NORTH TAMA COUNTY COMM SCHOOL DISTRICT","NORTH TAMA HIGH SCHOOL","public","2017","0","1","1","IA","236","HN"
"PK - 05","Elementary","Unknown","05","PK","NORTH UNION COMM SCHOOL DISTRICT","NORTH UNION ELEMENTARY","public","2017","1","0","0","IA","208",
"09 - 12","High","Yes","12","09","NORTH UNION COMM SCHOOL DISTRICT","NORTH UNION HIGH SCHOOL","public","2017","0","1","0","IA","202","HY"
"PK - 05","Elementary","Unknown","05","PK","NORTH WINNESHIEK COMM SCHOOL DISTRICT","NORTH WINNESHIEK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","101",
"06 - 08","Middle","Unknown","08","06","NORTH WINNESHIEK COMM SCHOOL DISTRICT","NORTH WINNESHIEK MIDDLE SCHOOL","public","2017","0","0","1","IA","42",
"PK - 05","Elementary","Unknown","05","PK","NORTHEAST COMM SCHOOL DISTRICT","NORTHEAST ELEMENTARY SCHOOL","public","2017","1","0","0","IA","363",
"06 - 12","Mixed","No","12","06","NORTHEAST COMM SCHOOL DISTRICT","NORTHEAST MIDDLE-HIGH SCHOOL","public","2017","0","1","1","IA","512","HN"
"PK - 05","Elementary","Yes","05","PK","NORTHEAST HAMILTON COMM SCHOOL DISTRICT","NORTHEAST HAMILTON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","113","Yes"
"09 - 12","High","No","12","09","NORTHEAST HAMILTON COMM SCHOOL DISTRICT","NORTHEAST HAMILTON HIGH SCHOOL","public","2017","0","1","0","IA","52","HN"
"06 - 08","Middle","Unknown","08","06","NORTHEAST HAMILTON COMM SCHOOL DISTRICT","NORTHEAST HAMILTON MIDDLE SCHOOL","public","2017","0","0","1","IA","28",
"PK - 06","Elementary","Unknown","06","PK","NORTHWOOD-KENSETT COMM SCHOOL DISTRICT","NORTHWOOD-KENSETT ELEMENTARY","public","2017","1","0","0","IA","338",
"07 - 12","Mixed","No","12","07","NORTHWOOD-KENSETT COMM SCHOOL DISTRICT","NORTHWOOD-KENSETT JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","224","HN"
"03 - 05","Elementary","Unknown","05","03","NORWALK COMM SCHOOL DISTRICT","LAKEWOOD ELEMENTARY SCHOOL","public","2017","1","0","0","IA","642",
"06 - 08","Middle","Yes","08","06","NORWALK COMM SCHOOL DISTRICT","NORWALK MIDDLE SCHOOL","public","2017","0","0","1","IA","588","Yes"
"09 - 12","High","Yes","12","09","NORWALK COMM SCHOOL DISTRICT","NORWALK SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","810","Yes"
"PK - 02","Elementary","Unknown","02","PK","NORWALK COMM SCHOOL DISTRICT","OVIATT ELEMENTARY SCHOOL","public","2017","1","0","0","IA","629",
"06 - 08","Middle","Unknown","08","06","ODEBOLT-ARTHUR COMM SCHOOL DISTRICT","OA-BCIG MIDDLE SCHOOL","public","2017","0","0","1","IA","234",
"PK - 05","Elementary","Yes","05","PK","ODEBOLT-ARTHUR COMM SCHOOL DISTRICT","ODEBOLT-ARTHUR ELEMENTARY SCHOOL","public","2017","1","0","0","IA","164","Yes"
"PK - KG","Elementary","Unknown","KG","PK","OELWEIN COMM SCHOOL DISTRICT","LITTLE HUSKY LEARNING CENTER","public","2017","1","0","0","IA","185",
"09 - 12","High","No","12","09","OELWEIN COMM SCHOOL DISTRICT","OELWEIN HIGH SCHOOL","public","2017","0","1","0","IA","385","HN"
"06 - 08","Middle","Unknown","08","06","OELWEIN COMM SCHOOL DISTRICT","OELWEIN MIDDLE SCHOOL","public","2017","0","0","1","IA","276",
"01 - 01","Elementary","Unknown","01","01","OELWEIN COMM SCHOOL DISTRICT","PARKSIDE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","87",
"02 - 05","Elementary","Unknown","05","02","OELWEIN COMM SCHOOL DISTRICT","WINGS PARK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","366",
"PK - 04","Elementary","Unknown","04","PK","OGDEN COMM SCHOOL DISTRICT","HOWE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","257",
"09 - 12","High","Yes","12","09","OGDEN COMM SCHOOL DISTRICT","OGDEN HIGH SCHOOL","public","2017","0","1","0","IA","235","HY"
"05 - 08","Mixed","Yes","08","05","OGDEN COMM SCHOOL DISTRICT","OGDEN MIDDLE SCHOOL","public","2017","1","0","1","IA","213","Yes"
"PK - 04","Elementary","Yes","04","PK","OKOBOJI COMM SCHOOL DISTRICT","OKOBOJI ELEMENTARY SCHOOL","public","2017","1","0","0","IA","454","Yes"
"09 - 12","High","Yes","12","09","OKOBOJI COMM SCHOOL DISTRICT","OKOBOJI HIGH SCHOOL","public","2017","0","1","0","IA","253","HY"
"05 - 08","Mixed","Unknown","08","05","OKOBOJI COMM SCHOOL DISTRICT","OKOBOJI MIDDLE SCHOOL","public","2017","1","0","1","IA","284",
"PK - 06","Elementary","No","06","PK","OLIN CONSOLIDATED SCHOOL DISTRICT","OLIN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","96","No"
"PK - 06","Elementary","Unknown","06","PK","ORIENT-MACKSBURG COMM SCHOOL DISTRICT","ORIENT ELEMENTARY SCHOOL","public","2017","1","0","0","IA","90",
"07 - 12","Mixed","No","12","07","ORIENT-MACKSBURG COMM SCHOOL DISTRICT","ORIENT-MACKSBURG SENIOR HIGH SCHOOL","public","2017","0","1","1","IA","76","HN"
"PK - 04","Elementary","Inconsistent","04","PK","OSAGE COMM SCHOOL DISTRICT","LINCOLN ELEMENTARY SCHOO","public","2017","1","0","0","IA","402","Inconsistent"
"09 - 12","High","Inconsistent","12","09","OSAGE COMM SCHOOL DISTRICT","OSAGE HIGH SCHOOL","public","2017","0","1","0","IA","308","Inconsistent"
"05 - 08","Mixed","Yes","08","05","OSAGE COMM SCHOOL DISTRICT","OSAGE MIDDLE SCHOOL","public","2017","1","0","1","IA","272","Yes"
"KG - 05","Elementary","No","05","KG","OSKALOOSA COMM SCHOOL DISTRICT","OSKALOOSA ELEMENTARY SCHOOL","public","2017","1","0","0","IA","1053","No"
"09 - 12","High","No","12","09","OSKALOOSA COMM SCHOOL DISTRICT","OSKALOOSA HIGH SCHOOL","public","2017","0","1","0","IA","733","HN"
"06 - 08","Middle","No","08","06","OSKALOOSA COMM SCHOOL DISTRICT","OSKALOOSA MIDDLE SCHOOL","public","2017","0","0","1","IA","537","No"
"PK - KG","Elementary","Unknown","KG","PK","OSKALOOSA COMM SCHOOL DISTRICT","WEBSTER BUILDING","public","2017","1","0","0","IA","125",
"","Mixed","Unknown","","","OTTUMWA COMM SCHOOL DISTRICT","AGASSIZ ELEMENTARY SCHOOL","public","2017","","","","IA","",
"","Mixed","Unknown","","","OTTUMWA COMM SCHOOL DISTRICT","DOUMA ELEMENTARY SCHOOL","public","2017","","","","IA","",
"KG - 01","Elementary","Unknown","01","KG","OTTUMWA COMM SCHOOL DISTRICT","DOUMA ELEMENTARY SCHOOL","public","2017","1","0","0","IA","357",
"KG - 05","Elementary","Unknown","05","KG","OTTUMWA COMM SCHOOL DISTRICT","EISENHOWER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","246",
"06 - 08","Middle","Yes","08","06","OTTUMWA COMM SCHOOL DISTRICT","EVANS MIDDLE SCHOOL","public","2017","0","0","1","IA","960","Yes"
"KG - 05","Elementary","No","05","KG","OTTUMWA COMM SCHOOL DISTRICT","HORACE MANN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","259","No"
"KG - 05","Elementary","Unknown","05","KG","OTTUMWA COMM SCHOOL DISTRICT","JAMES ELEMENTARY SCHOOL","public","2017","1","0","0","IA","209",
"02 - 05","Elementary","No","05","02","OTTUMWA COMM SCHOOL DISTRICT","LIBERTY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","723","No"
"PK - PK","PK","Unknown","PK","PK","OTTUMWA COMM SCHOOL DISTRICT","OTTUMWA COMMUNITY PRESCHOOL","public","2017","1","0","0","IA","186",
"09 - 12","High","Yes","12","09","OTTUMWA COMM SCHOOL DISTRICT","OTTUMWA HIGH SCHOOL","public","2017","0","1","0","IA","1263","HY"
"KG - 01","Elementary","Unknown","01","KG","OTTUMWA COMM SCHOOL DISTRICT","OTTUMWA PRESCHOOL SCHOOL","public","2017","1","0","0","IA","",
"","Mixed","Unknown","","","OTTUMWA COMM SCHOOL DISTRICT","PICKWICK ELEMENTARY SCHOOL","public","2017","","","","IA","",
"","Mixed","Unknown","","","OTTUMWA COMM SCHOOL DISTRICT","WILDWOOD ELEMENTARY SCHOOL","public","2017","","","","IA","",
"KG - 05","Elementary","Unknown","05","KG","OTTUMWA COMM SCHOOL DISTRICT","WILSON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","315",
"PK - 05","Elementary","No","05","PK","PANORAMA COMM SCHOOL DISTRICT","PANORAMA ELEMENTARY","public","2017","1","0","0","IA","344","No"
"09 - 12","High","Yes","12","09","PANORAMA COMM SCHOOL DISTRICT","PANORAMA HIGH SCHOOL","public","2017","0","1","0","IA","235","HY"
"06 - 08","Middle","Unknown","08","06","PANORAMA COMM SCHOOL DISTRICT","PANORAMA MIDDLE SCHOOL","public","2017","0","0","1","IA","171",
"PK - 05","Elementary","Unknown","05","PK","PATON-CHURDAN COMM SCHOOL DISTRICT","PATON-CHURDAN ELEMENTARY","public","2017","1","0","0","IA","120",
"06 - 12","Mixed","No","12","06","PATON-CHURDAN COMM SCHOOL DISTRICT","PATON-CHURDAN JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","103","HN"
"PK - 05","Elementary","Yes","05","PK","PCM COMM SCHOOL DISTRICT","MONROE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","292","Yes"
"09 - 12","High","No","12","09","PCM COMM SCHOOL DISTRICT","PCM HIGH SCHOOL","public","2017","0","1","0","IA","301","HN"
"06 - 08","Middle","Yes","08","06","PCM COMM SCHOOL DISTRICT","PCM MIDDLE SCHOOL","public","2017","0","0","1","IA","271","Yes"
"PK - 05","Elementary","No","05","PK","PCM COMM SCHOOL DISTRICT","PRAIRIE CITY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","298","No"
"09 - 12","High","No","12","09","PEKIN COMM SCHOOL DISTRICT","PEKIN COMMUNITY HIGH SCHOOL","public","2017","0","1","0","IA","226","HN"
"PK - 05","Elementary","No","05","PK","PEKIN COMM SCHOOL DISTRICT","PEKIN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","338","No"
"06 - 08","Middle","Unknown","08","06","PEKIN COMM SCHOOL DISTRICT","PEKIN MIDDLE SCHOOL","public","2017","0","0","1","IA","155",
"04 - 06","Mixed","Yes","06","04","PELLA COMM SCHOOL DISTRICT","JEFFERSON INTERMEDIATE","public","2017","1","0","1","IA","499","Yes"
"PK - 03","Elementary","Unknown","03","PK","PELLA COMM SCHOOL DISTRICT","LINCOLN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","267",
"PK - 03","Elementary","Unknown","03","PK","PELLA COMM SCHOOL DISTRICT","MADISON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","508",
"09 - 12","High","No","12","09","PELLA COMM SCHOOL DISTRICT","PELLA HIGH SCHOOL","public","2017","0","1","0","IA","669","HN"
"07 - 08","Middle","Unknown","08","07","PELLA COMM SCHOOL DISTRICT","PELLA MIDDLE SCHOOL","public","2017","0","0","1","IA","321",
"PK - 05","Elementary","Yes","05","PK","PERRY COMM SCHOOL DISTRICT","PERRY ELEMENTARY","public","2017","1","0","0","IA","775","Yes"
"09 - 12","High","No","12","09","PERRY COMM SCHOOL DISTRICT","PERRY HIGH SCHOOL","public","2017","0","1","0","IA","598","HN"
"06 - 08","Middle","Unknown","08","06","PERRY COMM SCHOOL DISTRICT","PERRY MIDDLE SCHOOL","public","2017","0","0","1","IA","401",
"PK - 06","Elementary","Unknown","06","PK","PLEASANT VALLEY COMM SCHOOL DISTRICT","BRIDGEVIEW ELEMENTARY SCHOOL","public","2017","1","0","0","IA","342",
"KG - 06","Elementary","Unknown","06","KG","PLEASANT VALLEY COMM SCHOOL DISTRICT","CODY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","314",
"KG - 06","Elementary","Yes","06","KG","PLEASANT VALLEY COMM SCHOOL DISTRICT","HOPEWELL ELEMENTARY","public","2017","1","0","0","IA","468","Yes"
"09 - 12","High","Yes","12","09","PLEASANT VALLEY COMM SCHOOL DISTRICT","PLEASANT VALLEY HIGH SCHOOL","public","2017","0","1","0","IA","1307","HY"
